Training information

epoch, type, accuracy, MSE, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
36, train, 0.9898858921161826, 0.0033480673991897613, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36, val, 0.9058236272878536, 0.029962633579344117, 1.0,1.0,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
37, train, 0.9898858921161826, 0.0033484257302542355, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37, val, 0.9061564059900167, 0.030049580057361146, 1.0,1.0,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
38, train, 0.9894783639596918, 0.0032964227911049474, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38, val, 0.9054908485856905, 0.030068270018026907, 1.0,1.0,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
39, train, 0.9911455245998815, 0.003228233009128974, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39, val, 0.907820299500832, 0.03014070743497284, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
40, train, 0.9915160047421459, 0.0032122043490469356, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40, val, 0.9061564059900167, 0.029956593340715782, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
41, train, 0.9912196206283344, 0.0031962987407687937, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41, val, 0.9071547420965058, 0.03022793276231444, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
42, train, 0.9910714285714286, 0.003181381609557254, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42, val, 0.908485856905158, 0.030048900414581362, 1.0,1.0,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
43, train, 0.9909232365145229, 0.0031504880869833362, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43, val, 0.9038269550748752, 0.02964652905645404, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
44, train, 0.9904045643153527, 0.0031323085611115738, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44, val, 0.9051580698835274, 0.029619699419791028, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
45, train, 0.991108476585655, 0.003089606182540019, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45, val, 0.9051580698835274, 0.0303759657795448, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
46, train, 0.9928126852400712, 0.0030395042037215667, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46, val, 0.9054908485856905, 0.02982375677438838, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
47, train, 0.992034676941316, 0.003029187039642933, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47, val, 0.9051580698835274, 0.02959140338303213, 1.0,1.0,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
48, train, 0.9924051570835803, 0.00297657602746189, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48, val, 0.9058236272878536, 0.02999625059684721, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
49, train, 0.9934425014819206, 0.002955137493762709, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49, val, 0.9054908485856905, 0.029735710908686583, 1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.98
Test information

accuracy, mse, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
0.9121, 0.02468718513649825, 1.0,1.0,0.99,1.0,0.99,0.99,0.99,1.0,1.0,0.98
