Training information

epoch, type, accuracy, MSE, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
15, train, 0.9090738618606105, 0.010417571388456627, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15, val, 0.8772178259058726, 0.023997635796239848, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
16, train, 0.912282529430149, 0.0097350342607472, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16, val, 0.885381091211995, 0.02277677746008543, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
17, train, 0.9152828419627045, 0.009070207940287641, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17, val, 0.8893794252394835, 0.022783783274693086, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
18, train, 0.9193457651838733, 0.008501271284221087, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18, val, 0.8892128279883382, 0.02241139384704914, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
19, train, 0.922846129805188, 0.007986809506562241, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19, val, 0.8942107455226989, 0.022285615510863374, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
20, train, 0.9249921866861132, 0.007509618638160407, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20, val, 0.8912952936276551, 0.022231399310198494, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
21, train, 0.9279924992186687, 0.007124371694082548, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21, val, 0.8920449812578093, 0.021813479270389693, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
22, train, 0.9304719241587666, 0.006679168202090561, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22, val, 0.8917117867555185, 0.022437992764737347, 1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99
23, train, 0.9346806959058235, 0.006384450002435596, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23, val, 0.8948771345272803, 0.021798744181376856, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
24, train, 0.937681008438379, 0.006016700718900528, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24, val, 0.8977092877967513, 0.021535395255300845, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
25, train, 0.9394936972601312, 0.005712122408203762, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25, val, 0.897542690545606, 0.022044324745598202, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
26, train, 0.9407646629857277, 0.005459385260073927, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26, val, 0.8987921699291962, 0.02106234926428713, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
27, train, 0.9441400145848526, 0.00526723338548004, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27, val, 0.9005414410662224, 0.021702665203972616, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
28, train, 0.9474320241691843, 0.005011133161285666, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28, val, 0.9012078300708039, 0.021440686002581862, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
29, train, 0.9498697781018857, 0.004788857834720238, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29, val, 0.902707205331112, 0.021539408627962744, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
30, train, 0.9512032503385769, 0.004622132339126698, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30, val, 0.9000416493127863, 0.02167495402998805, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
31, train, 0.9534743202416919, 0.004488938784722789, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31, val, 0.9028738025822574, 0.02209734548409366, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
32, train, 0.9543910824044172, 0.00441566483162576, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32, val, 0.9037900874635568, 0.021466876395648274, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
33, train, 0.9573080529221794, 0.004220866226636385, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33, val, 0.9031236984589754, 0.021440416149794538, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
34, train, 0.9584748411292843, 0.004130714634842709, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34, val, 0.9007913369429404, 0.021598171081025117, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
35, train, 0.9598083133659756, 0.003983978257584954, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35, val, 0.9042065805914202, 0.02192993676887882, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
36, train, 0.961704344202521, 0.003917596562470944, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36, val, 0.9058725531028738, 0.021433272917244017, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
37, train, 0.9633295134909886, 0.0038066805516588226, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37, val, 0.9006247396917951, 0.022100128529909144, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
38, train, 0.9647254922387749, 0.0037633754274761324, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38, val, 0.9055393586005831, 0.021616769764618283, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
39, train, 0.965350557349724, 0.003662236177970141, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39, val, 0.907122032486464, 0.02149842275545007, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
40, train, 0.9675174497343473, 0.003595517149148165, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40, val, 0.9051228654727197, 0.021600988864774604, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
41, train, 0.9696218356078758, 0.0035225726336412812, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41, val, 0.9072053311120366, 0.02156433983447689, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
42, train, 0.9705802687779977, 0.00345836230589349, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42, val, 0.9067055393586005, 0.021806617871412394, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
43, train, 0.9718512345035941, 0.0034013431030546796, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43, val, 0.909454394002499, 0.02149105103189776, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
44, train, 0.9717678924888009, 0.003355649259324813, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44, val, 0.9069554352353186, 0.02169585331804141, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
45, train, 0.9731222002291905, 0.0033038534455483584, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45, val, 0.9087047063723449, 0.02160164198091477, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
46, train, 0.97460152099177, 0.003248012183097875, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46, val, 0.9082049146189088, 0.02148894625373945, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
47, train, 0.9751849150953225, 0.0032101778757974517, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47, val, 0.9080383173677634, 0.021516229782544263, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
48, train, 0.9766225648505052, 0.0031634786533809318, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48, val, 0.9105372761349437, 0.02155893438284905, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
49, train, 0.9768309198874883, 0.003130409888713946, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49, val, 0.9088713036234902, 0.021486009177543, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.99
Test information

accuracy, mse, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
0.9105, 0.02074011382241961, 1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99
