Training information

epoch, accuracy, MSE, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
21,0.9697333333333333, 0.004922568975917718, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,0.9724833333333334, 0.004572397632563413, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.9753333333333334, 0.004268829637660725, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.9776666666666667, 0.004005114370711806, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.9791666666666666, 0.00392080957313336, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.9808166666666667, 0.0037937804757072007, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0.9817333333333333, 0.003739275954699645, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,0.9816166666666667, 0.0036474522890427986, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,0.9845666666666667, 0.0034426336528602113, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,0.9858833333333333, 0.003354733119049636, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0.9877666666666667, 0.0032502274929749097, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,0.9880166666666667, 0.0032387342426910518, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0.9889, 0.003135513200260374, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,0.9905166666666667, 0.003075045169761993, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,0.9909666666666667, 0.0030226424354342263, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,0.9910833333333333, 0.003001080597061194, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,0.9917, 0.002979499855328597, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,0.9918, 0.002957217643753634, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,0.9926666666666667, 0.002914567674741949, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0.9922166666666666, 0.0028975702050547383, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0.9930333333333333, 0.0028739278747161212, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.9932166666666666, 0.0028638646011111425, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,0.9934833333333334, 0.0028518895622835407, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0.9933666666666666, 0.002837969049579173, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,0.9930166666666667, 0.0028187767556001318, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,0.9937666666666667, 0.0028101873191691716, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,0.9942333333333333, 0.002784844984415735, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,0.9940333333333333, 0.002784634118469763, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Test information

accuracy, mse, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
0.9366, 0.020498004230636458, 1.0,1.0,0.99,1.0,1.0,0.99,0.99,0.99,0.99,0.99
